13.8407059276	1100.70153627	0.0
14.1176624838	1101.18090639	0.0
14.3999729697	1101.66992006	0.0
14.6950722299	1102.18066225	0.0
15.0001946042	1102.71105775	0.0
15.3129196726	1103.25366029	0.0
15.6239729487	1103.7939435	0.0
15.874573762	1104.2281476	0.0
16.2006474099	1104.79162416	0.0
16.5281639641	1105.35790834	0.0
16.882364329	1105.97204408	0.0
17.1947441642	1106.51257142	0.0
17.5126057218	1107.06066713	0.0
17.9537392212	1107.82128724	0.0
18.2414131712	1108.31689272	0.0
18.6454697198	1109.01318178	0.0
18.9558659149	1109.54589662	0.0
19.2692604625	1110.0854474	0.0
19.6521168306	1110.74230776	0.0
19.8484802807	1111.41967592	0.0
20.3757477349	1111.98742494	0.0
20.7897530146	1112.69726381	0.0
21.1421452128	1113.30200013	0.0
21.5658417306	1114.03002748	0.0
21.8350010461	1114.49560365	0.0
22.2049885337	1115.13366518	0.0
22.5540276133	1115.79199037	0.0
22.7607555937	1116.44750795	0.0
22.9132614676	1116.96606264	0.0
23.5661144804	1117.64001283	0.0
23.7205963674	1118.34277162	0.0
24.260017451	1118.90881166	0.0
24.5672798706	1119.46984682	0.0
24.8105354863	1119.91418275	0.0
25.2166500635	1120.65649233	0.0
25.4643612463	1121.10900697	0.0
25.913595255	1121.92883119	0.0
26.4171677182	1122.84924135	0.0
26.7632084452	1123.48132142	0.0
27.1000786387	1124.09533509	0.0
27.3495522084	1124.54980287	0.0
27.8819962099	1125.51940736	0.0
28.3296356744	1126.33349428	0.0
28.5979157052	1126.82031068	0.0
28.8654957364	1127.30578432	0.0
29.330987986	1128.15063295	0.0
29.6065121245	1128.65136537	0.0
29.8960114075	1129.17956361	0.0
30.387731607	1130.07360658	0.0
30.6573677604	1130.56359682	0.0
30.9560318532	1131.10803041	0.0
31.4371719908	1131.98925599	0.0
31.7309933262	1132.52575502	0.0
32.0278511591	1133.06823549	0.0
32.3293304995	1133.61865053	0.0
32.7367134635	1134.36279115	0.0
33.033477839	1134.90417299	0.0
33.4606400077	1135.68298158	0.0
33.8638840261	1136.41747865	0.0
34.2948837835	1137.20092592	0.0
34.9138489318	1138.32629213	0.0
35.2559967584	1138.94787416	0.0
35.587245997	1139.54882631	0.0
36.1257515502	1140.52551088	0.0
36.456592614	1141.12512025	0.0
36.7960091181	1141.74108705	0.0
37.1299706061	1142.34789858	0.0
37.6975517825	1143.38134584	0.0
38.3643684936	1144.598631	0.0
38.9393082213	1145.64892396	0.0
39.2953796941	1146.29797182	0.0
39.653831538	1146.94982729	0.0
40.0008278448	1147.5809308	0.0
40.2449074336	1148.02331361	0.0
40.6055298412	1148.67663392	0.0
40.9657936646	1149.32751283	0.0
41.3332634519	1149.99011049	0.0
41.5825157709	1150.43981752	0.0
41.9407883247	1151.08630189	0.0
42.339424189	1151.80431948	0.0
42.5848579947	1152.24633607	0.0
42.9585838876	1152.92089662	0.0
43.325569208	1153.58398256	0.0
43.7034531189	1154.26635561	0.0
43.9588585453	1154.72753725	0.0
44.3428803043	1155.42175111	0.0
44.6011581978	1155.88867006	0.0
44.9776306711	1156.56908998	0.0
45.27565008	1157.1076642	0.0
45.27565008	1157.97924623	0.0
46.0328865604	1158.4769269	0.0
46.4378433775	1159.20898256	0.0
46.6860848021	1159.65795717	0.0
47.2407570446	1160.66210756	0.0
47.4896011912	1161.11242494	0.0
47.4896011912	1162.09789858	0.0
48.0337486818	1162.09789858	0.0
48.306869561	1162.59264955	0.0
48.7110710692	1163.32507143	0.0
49.1482468201	1164.11767396	0.0
49.8059769227	1165.30908022	0.0
50.2295837948	1166.07629213	0.0
50.6917076654	1166.91186342	0.0
50.948616082	1167.37597475	0.0
51.2592468821	1167.93713197	0.0
51.8252373299	1168.95947084	0.0
52.5253830514	1170.22216615	0.0
52.5253830514	1170.76232728	0.0
53.253696496	1171.53661928	0.0
53.716529901	1172.37109193	0.0
54.1233521049	1173.10522279	0.0
54.5526352472	1173.88000307	0.0
55.0045548037	1174.69628725	0.0
55.4637413577	1175.52599916	0.0
55.9275589539	1176.36401185	0.0
56.3405151919	1177.11047182	0.0
56.6562614987	1177.68188295	0.0
57.1077080326	1178.49767885	0.0
57.5514641348	1179.29992494	0.0
57.8662491406	1179.86962709	0.0
58.4922524058	1181.00304994	0.0
58.7653618419	1181.49780092	0.0
59.0937347966	1182.09277162	0.0
59.6915894112	1183.17651185	0.0
60.0237999505	1183.77929506	0.0
60.6407890869	1184.89953432	0.0
60.9512711112	1185.46362123	0.0
61.4292259769	1186.33276185	0.0
61.8952293954	1187.18041811	0.0
62.3732758121	1188.05004701	0.0
62.8691864554	1188.95092592	0.0
63.3395004833	1189.80468568	0.0
63.8243332464	1190.68359193	0.0
64.3066254208	1191.5574933	0.0
64.8008270807	1192.4526349	0.0
65.126152093	1193.04174623	0.0
65.7973099301	1194.25646791	0.0
66.1271057688	1194.85326967	0.0
66.6284866887	1195.76086244	0.0
67.1640778148	1196.72973451	0.0
67.4710693908	1197.2852765	0.0
67.8386917661	1197.94994935	0.0
68.3057632998	1198.79430971	0.0
68.8473587577	1199.77331361	0.0
69.3225174511	1200.63171205	0.0
69.8304749092	1201.54821596	0.0
70.3589478083	1202.50134096	0.0
70.3589478083	1203.10803041	0.0
70.8721771798	1203.42724428	0.0
71.3863144477	1204.35375795	0.0
71.7318420965	1204.97704897	0.0
72.2585678659	1205.92614564	0.0
72.6096039368	1206.55859193	0.0
73.2873230519	1207.77941713	0.0
73.618492181	1208.37560853	0.0
73.9740753712	1209.01489076	0.0
74.6639252268	1210.25317201	0.0
